timestamp,voltage(V),current(mA),power(W),battery_percent,battery_temperature(Celsius),remaining_battery_charge(mAh),battery_capacity(mAh),battery_technology
2023-04-14 17:17:40.570,4.177,4034,16.850018,6,38.0,69.36,4400,Li-ion
2023-04-14 17:17:47.399,4.177,4041,16.879257,6,38.0,69.36,4400,Li-ion
2023-04-14 17:17:48.458,4.177,4026,16.816601999999996,6,38.0,69.36,4400,Li-ion
2023-04-14 17:17:49.513,3.923,2049,8.038227,6,37.4,69.36,4400,Li-ion
2023-04-14 17:17:50.572,3.967,2021,8.017307,6,37.2,69.36,4400,Li-ion
2023-04-14 17:17:51.628,3.957,2071,8.194947,6,37.1,69.36,4400,Li-ion
2023-04-14 17:17:52.670,3.977,2018,8.025585999999999,6,37.0,69.36,4400,Li-ion
2023-04-14 17:17:53.717,3.977,2072,8.240344,6,37.0,69.36,4400,Li-ion
2023-04-14 17:17:54.783,3.959,2029,8.032811,6,36.9,69.36,4400,Li-ion
2023-04-14 17:17:55.838,3.968,1980,7.85664,6,36.9,69.36,4400,Li-ion
2023-04-14 17:17:56.880,3.964,1979,7.844756,6,36.9,69.36,4400,Li-ion
2023-04-14 17:17:57.936,3.968,1978,7.848704,6,36.9,69.36,4400,Li-ion
2023-04-14 17:17:59.001,3.973,2082,8.271785999999999,6,36.9,69.36,4400,Li-ion
2023-04-14 17:18:00.090,3.973,2094,8.319462,6,36.9,69.36,4400,Li-ion
2023-04-14 17:18:01.156,3.966,2090,8.28894,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:02.211,3.973,1995,7.926135,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:03.268,3.97,2002,7.947939999999999,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:04.323,3.968,1978,7.848704,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:05.386,3.949,1970,7.779529999999999,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:06.443,3.936,1963,7.726368,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:07.502,3.963,1976,7.830888,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:08.556,3.956,1897,7.504532,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:09.611,3.966,1994,7.908204,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:10.673,3.963,2010,7.965629999999999,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:11.738,3.952,2030,8.022559999999999,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:12.808,3.958,2030,8.03474,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:13.874,3.963,2007,7.953741000000001,6,36.7,69.36,4400,Li-ion
2023-04-14 17:18:14.941,3.954,1985,7.84869,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:16.058,3.953,1883,7.443499,6,36.7,69.36,4400,Li-ion
2023-04-14 17:18:17.151,3.957,1937,7.664709,6,36.7,69.36,4400,Li-ion
2023-04-14 17:18:18.207,3.962,1899,7.523838,6,36.7,69.36,4400,Li-ion
2023-04-14 17:18:19.262,3.948,1849,7.299852,6,36.8,69.36,4400,Li-ion
2023-04-14 17:18:20.314,3.957,1785,7.063244999999999,7,36.7,104.04,4400,Li-ion
2023-04-14 17:18:21.345,3.941,1796,7.078036,7,36.7,104.04,4400,Li-ion
2023-04-14 17:18:22.398,3.95,1875,7.40625,7,36.7,104.04,4400,Li-ion
2023-04-14 17:18:23.455,3.957,1816,7.185912,7,36.7,104.04,4400,Li-ion
